G21,H21,I21,mean_HdhQ150-1.5mon-76,std_HdhQ150-1.5mon-76
3.0441888979970297,3.0412435753416363,2.7283734911215882,2.9379353214867514,0.1814918435932705
3.4562593065679215,3.2130867500365574,2.8672823639189975,3.178876140174492,0.2959750565729641
2.6496206577363344,2.8467064366375174,2.784880202162136,2.760402432178663,0.10079718239511648
2.7581619356330815,2.5868676188404485,3.1117043476469446,2.818911300706825,0.2676401726081552
2.0534648787645136,1.9461109614243501,2.3569740853356387,2.118849975174834,0.21309278442025179
2.1391310488161657,1.8331206250503354,2.12887043079918,2.0337073682218936,0.17378895598585123
1.706163098413406,1.5233476479700965,1.3637009477578068,1.5310705647137697,0.17136164605939933
1.3343900219414926,1.7276166123108556,1.4637238438880122,1.508576826046787,0.200413648112548
1.3677370672063507,1.2329730118673596,1.6826424234774162,1.4277841675170422,0.23077020090606437
1.2765594654805275,1.5317917546997453,1.7777244501346476,1.5286918901049733,0.25059687214971493
1.1893594338216014,1.227657638312512,1.8455627958668497,1.420859956000321,0.36830159483747504
1.2610248196623177,1.038186721874603,0.9178283331754423,1.0723466249041211,0.17412963939396867
1.2443992780447253,1.4216813851924806,1.3814042621714038,1.3491616418028698,0.09293506499088003
0.7182730039289107,0.6741859149513401,0.7136081039594879,0.7020223409465794,0.0242196259688814
0.6991038883700306,0.4816529203479631,0.49568335377883166,0.5588133874989417,0.12169750096678335
0.831416702372844,0.861357808788059,0.7015620294210221,0.798112180193975,0.08494448877974231
0.45293228078318404,1.0040672946314493,0.6533735394278085,0.7034577049474806,0.2789601559349172
1.1996392897614334,0.8610082502376307,0.928848263512744,0.9964986011706026,0.17916520692132032
0.6564306554476576,1.13674679034052,0.7666733817073842,0.8532836091651873,0.25159868041153133
0.9740391383755211,0.5636702516115751,0.7978434616509292,0.7785176172126752,0.20586590782207914
0.8381157482864179,1.1621474201916797,0.5542600229662995,0.8515077304814657,0.30416489083504716
0.824338776824542,1.0006710394454832,0.8408293454216329,0.8886130538972195,0.09739470625765559
0.9252678178750332,1.0136560119210642,0.9106595678480542,0.9498611325480506,0.055728719865754214
1.3002711345693787,1.1668239821655606,1.4142604573004993,1.2937851913451464,0.12384568180373412
1.4768888695832116,1.4852645498129622,1.7105948386521823,1.5575827526827855,0.13257851200084178
1.6714556429616407,1.916154084212661,2.2103466067624375,1.9326521113122463,0.2698240285633804
1.8513948061906513,2.196635667098071,2.166394620467532,2.071475031252085,0.1911939050352966
2.4488837222223876,3.1783444276277084,2.8343543915036915,2.8205275137845955,0.3649268654034684
2.687545200832742,3.2290293291421093,3.0590679401605203,2.991880823378457,0.27692390073602124
3.0271509640538508,4.532717357311404,3.68461868007667,3.748162333813975,0.7547919501918091
4.032835186515108,5.209216231846633,4.176011762360399,4.47268772690738,0.6418571195435432
4.258490409718969,6.015096930366054,5.032735953134284,5.102107764406436,0.8803555834118103
5.545951913218219,7.273396595978146,6.420684225515558,6.413344244903975,0.8637457319636491
6.095321226747038,8.487166417813539,6.9981934366874565,7.1935603604160105,1.2078315406845257
7.082651118869481,10.313666750303176,8.13409264824739,8.510136839140015,1.648005590940239
8.822929862084184,10.880894345881101,9.504402614121792,9.736075607362359,1.04836002212511
10.133207028691297,12.783837522827405,10.673471268104768,11.196838606541156,1.4006768122295552
11.1461860307443,14.212887694957052,12.100442826437199,12.486505517379518,1.5693782448232594
12.742209760866768,15.909751127069697,13.499823366953647,14.050594751630037,1.6540379122878173
14.26820597213002,17.58410850277151,14.59966123361479,15.483991902838774,1.826289393162065
15.468932884416928,18.6338885453325,16.155468287589724,16.75276323911305,1.6648744782195508
17.26658555705486,20.106647330298937,18.057725932502002,18.476986273285267,1.4657155740374213
18.640697777863817,21.77952999119072,19.039343014366715,19.819856927807084,1.7087915006401944
19.48023090613244,23.631422689688844,20.407708217173465,21.173120604331583,2.1788736534682007
21.45196658623098,23.920237540489776,21.641182817808055,22.33779564817627,1.3736966377205042
22.676176713214293,25.713557794358195,23.431588705787046,23.940441071119846,1.581334564632454
24.066855465755506,26.011834802369755,24.48570467337514,24.854798313833466,1.0236741383536987
25.402031746644926,27.532463982503153,25.1394359696455,26.024643899597862,1.3123948290563612
26.07506098814824,27.828852118686537,26.90146803391309,26.935127046915955,0.8773799229843046
26.94517282353172,29.440346383461076,27.797990575572594,28.0611699275218,1.2682351130653713
27.975549638977448,30.479030045831507,28.077374384968373,28.843984689925776,1.4169058037236293
29.357848164664478,30.35217961290595,28.91537012500895,29.541799300859793,0.7358558904489186
30.372190273206762,32.27701032286396,29.79387675198214,30.814359116017624,1.299277894399267
30.082252740170933,32.160135429183406,30.835476196155426,31.025954788503256,1.0519556492226914
31.883145998791445,34.0057370627767,31.251101558482304,32.37999487335015,1.4429651047383312
32.42686007958347,32.50316633892897,32.60634585005001,32.51212408952082,0.09007755781403785
32.77790274808556,33.412150019520965,32.53340334336808,32.9078187036582,0.4535499386470037
32.9112095853095,33.716696253804244,32.898565056955114,33.17549029868962,0.4687407443491296
33.80062633521618,34.67658310984014,33.916764856393726,34.13132476715001,0.4757646836727289
34.2844306698721,35.7202307455224,34.516776867587694,34.84047942766073,0.7706931781569951
35.00175862286451,35.78489760828366,34.314777839162254,35.03381135677014,0.7355838274483141
34.428998474958874,35.567066279127104,35.25064055097445,35.08223510168681,0.5874264875143134
35.68222944043842,35.36190883010812,34.527312414485564,35.19048356167737,0.5962367828315892
35.83188821352012,36.52615236577836,35.111455920439774,35.823165499912754,0.7073885582994074
35.4215681428983,37.54561754330371,35.21213602307082,36.05977390309095,1.2910321241450216
36.26202826963527,36.276077567492194,35.8416404899957,36.12658210904105,0.24686664495372887
36.985190394940815,37.62576276628847,37.62418557572826,37.41171291231918,0.36938017712865945
36.48613894535965,37.10851821559218,37.19629502505211,36.93031739533465,0.3871654215401783
38.385885898995184,37.07916834357153,37.44853714778244,37.63786379678305,0.6736179387675499
38.14130541645983,38.032586651762735,37.739065478055196,37.97098584875925,0.2080750734949917
38.042939496316784,38.150251917345734,36.569215237296085,37.58746888365287,0.8834644051493737
38.52172269554164,38.412576193376594,37.06887782815177,38.00105890569,0.8091349768264688
38.878717237935604,38.06296000672682,37.89187365221074,38.27785029895772,0.5273503995854067
38.0354380664792,39.70514938540596,38.143235422292236,38.627940958059135,0.9344455920171809
39.62034100428141,38.220266642845964,38.64507226275901,38.82855996996213,0.717845985158522
37.87296811388931,39.546995593826125,36.11625812616225,37.845407277959225,1.7155347833157033
39.36798588769586,39.467313056830946,39.47187198085615,39.43572364179432,0.05870688583798676
39.31370981999076,39.07044645371458,38.81306103178401,39.065739101829784,0.2503575875713538
38.56815786142118,38.894510312410794,39.09393090200527,38.85219969194575,0.26542788852033466
38.547751816108,40.03503758616927,38.77668733789432,39.11982558005719,0.8008199737660492
39.15325495260365,39.1007831613166,39.3618295855881,39.205289233169445,0.13808324906278022
39.020567405655534,39.31194560561557,39.75638178517494,39.36296493214868,0.3705508454136901
39.815534474345974,39.01296578606643,39.85149677575,39.559999012054135,0.47408578815595637
40.01364291304798,39.66511022800561,38.95932319732307,39.546025446125554,0.5371530551883029
39.82627854828273,40.615695038839824,38.89311685053244,39.778363479218335,0.8622881154757239
40.53785501100959,40.302750053141715,40.0941452999502,40.311583454700504,0.22198670829449713
39.91194669705369,38.44659366849162,39.67630251442733,39.34494762665755,0.7868684266227107
39.58931860702991,39.30227863045879,39.71920387419291,39.53693370389387,0.2133419749442622
40.17525012475651,40.67671080297457,38.80095423678914,39.88430505484008,0.9711346194933271
38.324045423509126,40.67109415847037,38.69361758740788,39.22958572312913,1.261984874296111
40.4529268968114,40.2122560747455,39.006497992902915,39.89056032148661,0.7750195234728473
41.01684096612656,41.246972843162524,39.66719703508198,40.64367028145702,0.8534431269110317
39.025294889471624,39.54111379158452,40.62744681985831,39.73128516697148,0.8178304017477401
41.07157972318651,40.87707557923548,40.02435120437882,40.65766883560027,0.5570245793638678
40.01861695552087,40.1551488514385,40.631898767622275,40.26855485819388,0.32198499505372513
40.898624106217355,41.16542464004086,40.394870292672096,40.81963967964344,0.39130219178166376
40.30206852214055,40.56270937766136,39.72376590347429,40.19618126775873,0.42937817969787423
40.935698613009,40.575323113906386,40.0661767788168,40.525732835244064,0.43687692985278637
41.25819696327088,39.61320960667386,40.860416372441584,40.57727431412878,0.8582673940737953
40.059635408912996,41.30440023384395,41.2983103399478,40.88744866090158,0.7169137722403258
40.54436291351535,39.70275942910483,39.96493817717064,40.07068683993027,0.43065205328614226
40.234619810764784,39.71498980998797,39.670811656059634,39.87347375893746,0.3135407156717859
41.405816630717126,40.69676568084177,38.407325265599376,40.1699691923861,1.5671226888340155
41.64791288157043,40.79807553670724,39.610491478546656,40.685493298941445,1.0233658014464349
39.97692722193762,41.22197550550704,40.67372055312038,40.62420776018835,0.6239991543285424
40.953109440190694,40.468657975091375,40.96481995424509,40.79552912317572,0.2831392671854916
41.0821867896511,41.70321924214541,40.56615350311187,41.11718651163613,0.569340284122987
41.14751801458325,41.07436456352204,40.55695558283058,40.92627938697863,0.3219284254043536
41.234501764595386,40.78872485466416,40.33158710748903,40.78493790891619,0.4514692406166188
41.329018860846475,40.20652899531963,40.91850660904138,40.81801815506916,0.5679518655563282
40.391433775669135,40.78327410864674,40.133794808214326,40.436167564176735,0.3270423127031505
40.49101764273988,40.49101764273988,40.8854958023924,40.62251036262405,0.2277520716648116
40.57863825214974,40.85276656726457,41.56245832117336,40.997954380195885,0.5077254256202326
41.65982022099327,41.89234152469283,40.845126340537966,41.465762695408024,0.5499169509192532
42.14892294274254,39.730678537017155,39.84041161497118,40.57333769824362,1.365599496232823
41.94249720906706,40.25607279337744,40.38159602114605,40.86005534119685,0.9395207917689309
41.685959946371426,41.91058447811383,41.806076923795146,41.800873782760135,0.1124026226233025
40.56903753396646,40.83393496615653,40.290125731955925,40.56436607735964,0.2719347121655918
40.825975098153094,40.684310615305606,41.5007039312319,41.00366321489687,0.436238824150536
41.100485805517266,41.54105997769143,39.971480873267055,40.87100888549192,0.8095612292344835
40.78963884892096,40.171510294089096,41.51737132813585,40.82617349038197,0.6736739313357495
41.37448330530705,42.264828608430975,41.127474842130106,41.58892891862271,0.5982337237505418
41.038422790614085,40.845222891170266,41.31226615753165,41.06530394643867,0.23467914386929958
41.12436896751621,40.47852470084768,41.68801843148052,41.09697069994814,0.6052121693334801
41.566730679466815,41.47027304513076,41.04331945516889,41.36010772658883,0.27855363125859234
41.19706256178287,40.86249572259507,39.560709858536526,40.54008938097149,0.864506754857781
39.61247319609033,40.90572308951223,41.24457849688217,40.58759159416157,0.8613057903374036
40.81063119122706,41.09764677532903,41.45296520788453,41.1204143914802,0.32177169001908135
39.88139015741696,41.37002793501961,40.75572211624288,40.669046736226484,0.7480942950939926
42.13694536928884,40.998395238885294,40.90258130878676,41.3459739723203,0.6866745156309549
41.07872420470889,41.63162160709095,40.5199203428381,41.07675538487931,0.5558532472010824
41.476574858608664,40.67095855430974,40.62654148857901,40.924691633832474,0.4784605932300586
40.32991543093966,41.39859565195433,40.84827692873269,40.85892933720889,0.5344197405146547
40.339720038872116,40.6635414652699,40.25976200539857,40.42100783651353,0.21381123120065362
40.975835095911236,41.252044404610054,41.261611728098096,41.16316374287313,0.16230187891429715
40.708208344553945,40.78598274832132,39.665825197092865,40.38667209665604,0.6254817374853777
39.761646736958724,42.16752562470158,40.96172358772865,40.96363198312965,1.202940579206412
42.02733746087083,40.63052802404907,40.81542853587549,41.15776467359847,0.7587256909396797
41.03637875151651,41.14004239522125,40.35383003250112,40.843417059746294,0.42715118013603715
42.525519143411486,40.42339634824854,40.30627963062792,41.08506504076265,1.248843504112889
41.72108070872015,41.283945311533586,41.45423982591668,41.48642194872347,0.22033748124099944
41.13032233947421,40.46277254460199,40.66401415565545,40.75236967991055,0.34243350618518875
41.96178282165934,41.744438646354766,39.88898094932639,41.19840080578016,1.139186066009973
39.86016206694502,40.113691967784995,40.670508082451335,40.21478737239378,0.41452427774076156
41.043021191442506,40.59718652632786,41.25375272742848,40.964653481732945,0.3352251743988883
41.75959316834617,41.24346481655963,39.48626755533754,40.82977518008112,1.1917871757103116
40.94846488305356,41.95852572968259,40.85695488251713,41.25464849841776,0.6112903463734134
41.789544868536545,41.17720266433811,40.137922622750814,41.03489005187515,0.8349572865980024
41.23979348232952,41.5256785135254,41.243059269677076,41.33617708851066,0.16412117140610258
41.417366990357394,42.026851438300994,41.27780661941868,41.574008349359026,0.39833330476626816
40.9640888595891,41.628483077922546,39.608272621310434,40.7336148529407,1.0296364761684855
42.08409789735019,41.85303220272604,41.54388814406676,41.827006081381,0.27104365631727223
41.828171412047716,41.6782962083647,41.11328116043327,41.5399162602819,0.3769997022371402
41.94471228187698,41.602211010164616,41.82994536757507,41.792289553205556,0.1743279970286481
40.974206829101746,41.09623055536346,40.80033898005262,40.95692545483928,0.1487008423220335
41.13749239930271,40.49444211065918,40.04786898399064,40.55993449798418,0.5477560920676554
41.27055590836561,41.00902018628338,41.277945015361674,41.185840370003554,0.15317533337217515
41.11836209725326,41.23785112874944,41.38446025346931,41.246891159824,0.1332792137085396
39.680458779124386,40.688930753639085,41.36113965063762,40.5768430611337,0.8459283575315383
41.92249837745607,41.37269351547053,41.26793176513877,41.52104121935512,0.3515958524016049
41.0553481042424,42.22539268919792,41.79799995422225,41.69291358255419,0.5920586472881734
41.63748795516983,41.00364835885752,41.110039436576294,41.250391916867876,0.33942933359734745
42.08216493938228,41.676865134845656,41.12353626449857,41.627522112908835,0.4812154241477707
40.648436431093735,41.514820695185996,40.168048597798375,40.77710190802603,0.6825429468473945
40.92497431287441,40.89425978008564,40.58477352423914,40.801335872399726,0.18817620362769014
41.39147260830238,39.634841186369904,38.719158074553,39.915157289741764,1.358031325183343
42.181260292716246,41.92976620246034,40.83766180959022,41.649562768255606,0.7142826431950692
41.074070337012884,40.78566204433703,39.84018025218618,40.56663754451203,0.6454455701305155
42.48053392753594,42.13042030981699,40.87978189800766,41.830245378453526,0.8415346143053306
40.674005624044966,41.97081370079902,37.585464262762486,40.07676119586882,2.252853324933166
40.9808902015668,41.65611170323369,40.363980720044985,41.00032754161516,0.6462847492167593
41.63280668018985,40.93004426465423,41.30521537893818,41.28935544126076,0.3516495505325081
40.56510495077002,42.196269187463784,41.62420655860267,41.46186023227883,0.8276118891245603
39.68305895912005,41.57386772826922,40.62155804309675,40.62616157682867,0.9454127906713358
